Belt,Division,Division Group,No.,Name,Country,Date,Location,Defenses,Days,Ended,Notes,Next Champ Date,Day until Next Champ,Region,Continent,Title Type
WBC,Featherweight,Featherweight,19, Jeff Fenech,Australia,3/7/1988,,3,664, 1989 (vacated),def. Victor Callejas,6/2/1990,817,Australia,Australia,
WBC,Featherweight,Featherweight,20, Marcos Villasana,Mexico,6/2/1990,,3,499, 14 November 1991,def. Paul Hodkinson,11/14/1991,530,North America,North America,
WBC,Featherweight,Featherweight,21, Paul Hodkinson,Great Britain,11/14/1991,,3,531, 28 April 1993,,4/28/1993,531,Western Europe,Europe,
WBC,Featherweight,Featherweight,22, Gregorio Vargas,Mexico,4/28/1993,,0,220, 4 December 1993,,12/4/1993,220,North America,North America,
WBC,Featherweight,Featherweight,23, Kevin Kelley,US,12/4/1993,,2,399, 7 January 1995,,1/7/1995,399,North America,North America,
WBC,Featherweight,Featherweight,24, Alejandro González,Mexico,1/7/1995,,2,259, 23 September 1995,,9/23/1995,259,North America,North America,
WBC,Featherweight,Featherweight,25, Manuel Medina,Mexico,9/23/1995,,0,79, 11 December 1995,,12/11/1995,79,North America,North America,
WBC,Featherweight,Featherweight,26, Luisito Espinosa,Philippines,12/11/1995,,7,1247, 15 May 1999,,5/15/1999,1251,Oceania,Asia,
WBC,Featherweight,Featherweight,27, César Soto,Mexico,5/15/1999,,0,160, 22 October 1999,,5/15/1999,0,North America,North America,
WBC,Featherweight,Featherweight,28, Naseem Hamed,Great Britain,5/15/1999,,0,596, 2000 (vacated),,4/14/2000,335,Western Europe,Europe,
WBC,Featherweight,Featherweight,29, Guty Espadas Jr.,Mexico,4/14/2000,,1,309, 17 February 2001,def. Luisito Espinosa,2/17/2001,309,North America,North America,
WBC,Featherweight,Featherweight,30, Érik Morales,Mexico,2/17/2001,,1,490, 22 June 2002,"def. by Marco Antonio Barrera, who declined title",11/16/2002,637,North America,North America,
WBC,Featherweight,Featherweight,31, Érik Morales,Mexico,11/16/2002,,2,410, 2003 (vacated),def. Paulie Ayala,10/4/2003,322,North America,North America,
WBC,Featherweight,Featherweight,32, Chi In-jin,South Korea,10/4/2003,,3,1170, 29 January 2006,def. Michael Brodie,1/29/2006,848,East Asia,Asia,
WBC,Featherweight,Featherweight,33, Takashi Koshimoto,Japan,1/29/2006,,0,182, 30 July 2006,,7/30/2006,182,East Asia,Asia,
WBC,Featherweight,Featherweight,34, Rodolfo López,Mexico,7/30/2006,,0,140, 17 December 2006,,12/17/2006,140,North America,North America,
WBC,Featherweight,Featherweight,35, Chi In-jin,South Korea,12/17/2006,,0,379, 2007 (retired),,7/21/2007,216,East Asia,Asia,
WBC,Featherweight,Featherweight,36, Jorge Linares,Venezuela,7/21/2007,,1,389, 13 August 2008 (vacated),def. Óscar Larios,8/13/2008,389,South America,South America,
WBC,Featherweight,Featherweight,37, Óscar Larios,Mexico,8/13/2008,,2,211, 12 March 2009,(Elevated from Interim status),3/12/2009,211,North America,North America,
WBC,Featherweight,Featherweight,38, Takahiro Ao,Japan,3/12/2009,,0,124, 14 July 2009,,7/14/2009,124,East Asia,Asia,
WBC,Featherweight,Featherweight,39, Elio Rojas,Dominican Republic,7/14/2009,,1,404, 25 August 2010 (vacated),,11/26/2010,500,Caribbean,North America,
WBC,Featherweight,Featherweight,40, Hozumi Hasegawa,Japan,11/26/2010,,0,633, 8 April 2011,def. Juan Carlos Burgos,4/8/2011,133,East Asia,Asia,
WBC,Featherweight,Featherweight,41, Jhonny González,Mexico,4/8/2011,,4,525, 14 September 2012,,9/14/2012,525,North America,North America,
WBC,Featherweight,Featherweight,42, Daniel Ponce de León,Mexico,9/14/2012,,0,232, 4 May 2013,,5/4/2013,232,North America,North America,
WBC,Featherweight,Featherweight,43, Abner Mares,Mexico,5/4/2013,,0,112, 24 August 2013,,8/24/2013,112,North America,North America,
WBC,Featherweight,Featherweight,44, Jhonny González,Mexico,8/24/2013,,2,581, 28 March 2015,,3/28/2015,581,North America,North America,
WBC,Featherweight,Featherweight,45, Gary Russell Jr.,US,3/28/2015,,5,2033, present,,,,North America,North America,
WBC,Super bantamweight,Super bantamweight,1, Rigoberto Riasco,Panama,4/3/1976,,2,189, 9 October 1976,,10/9/1976,189,Central America,North America,
WBC,Super bantamweight,Super bantamweight,2," Kazuo ""Royal"" Kobayashi",Japan,10/9/1976,,0,24, 24 November 1976,,11/24/1976,46,East Asia,Asia,
WBC,Super bantamweight,Super bantamweight,3, Yum Dong-kyun,South Korea,11/24/1976,,1,178, 21 May 1977,,5/21/1977,178,East Asia,Asia,
WBC,Super bantamweight,Super bantamweight,4, Wilfredo Gómez,Puerto Rico,5/21/1977,,17,2171, April 1983 (vacated),,6/15/1983,2216,Caribbean,North America,
WBC,Super bantamweight,Super bantamweight,5, Jaime Garza,US,6/15/1983,,1,507, 3 November 1984,def. Bobby Berna,11/3/1984,507,North America,North America,
WBC,Super bantamweight,Super bantamweight,6, Juan Meza,US,11/3/1984,,1,288, 18 August 1985,,8/18/1985,288,North America,North America,
WBC,Super bantamweight,Super bantamweight,7," José ""Lupe"" Pintor",Mexico,8/18/1985,,0,153, 18 January 1986,,1/18/1986,153,North America,North America,
WBC,Super bantamweight,Super bantamweight,8, Samart Payakaroon,Thailand,1/18/1986,,1,263, 8 May 1987,,5/8/1987,475,Oceania,Asia,
WBC,Super bantamweight,Super bantamweight,9, Jeff Fenech,Australia,5/8/1987,,2,603, 1988 (vacated),,2/29/1988,297,Australia,Australia,
WBC,Super bantamweight,Super bantamweight,10, Daniel Zaragoza,Mexico,2/29/1988,,5,784, 23 April 1990,def. Carlos Zárate,4/23/1990,784,North America,North America,
WBC,Super bantamweight,Super bantamweight,11, Paul Banke,US,4/23/1990,,1,196, 5 November 1990,,11/5/1990,196,North America,North America,
WBC,Super bantamweight,Super bantamweight,12, Pedro Rubén Décima,Argentina,11/5/1990,,0,110, 23 February 1991,,2/23/1991,110,South America,South America,
WBC,Super bantamweight,Super bantamweight,13, Kiyoshi Hatanaka,Japan,2/23/1991,,0,121, 24 June 1991,,6/24/1991,121,East Asia,Asia,
WBC,Super bantamweight,Super bantamweight,14, Daniel Zaragoza,Mexico,6/24/1991,,2,270, 20 March 1992,,3/20/1992,270,North America,North America,
WBC,Super bantamweight,Super bantamweight,15, Thierry Jacob,France,3/20/1992,,0,95, 23 June 1992,,6/23/1992,95,Western Europe,Europe,
WBC,Super bantamweight,Super bantamweight,16, Tracy Harris Patterson,US,6/23/1992,,4,794, 26 August 1994,,8/26/1994,794,North America,North America,
WBC,Super bantamweight,Super bantamweight,17, Hector Acero-Sanchez,Dominican Republic,8/26/1994,,2,437, 6 November 1995,,11/6/1995,437,Caribbean,North America,
WBC,Super bantamweight,Super bantamweight,18, Daniel Zaragoza,Mexico,11/6/1995,,4,731, 6 September 1997,,9/6/1997,670,North America,North America,
WBC,Super bantamweight,Super bantamweight,19, Érik Morales,Mexico,9/6/1997,,9,1096, 19 February 2000 (vacated),,9/9/2000,1099,North America,North America,
WBC,Super bantamweight,Super bantamweight,20, Willie Jorrín,US,9/9/2000,,2,783, 1 November 2002 (vacated),def. Michael Brodie,11/1/2002,783,North America,North America,
WBC,Super bantamweight,Super bantamweight,21, Óscar Larios,Mexico,11/1/2002,,7,1137, 12 December 2005,,12/12/2005,1137,North America,North America,
WBC,Super bantamweight,Super bantamweight,22, Israel Vázquez,Mexico,12/12/2005,,2,446, 3 March 2007,,3/3/2007,446,North America,North America,
WBC,Super bantamweight,Super bantamweight,23, Rafael Márquez,Mexico,3/3/2007,,0,154, 4 August 2007,,8/4/2007,154,North America,North America,
WBC,Super bantamweight,Super bantamweight,24, Israel Vázquez,Mexico,8/4/2007,,1,136, 18 December 2008 (stripped),,12/18/2008,502,North America,North America,
WBC,Super bantamweight,Super bantamweight,25, Toshiaki Nishioka,Japan,12/18/2008,,7,1183, 15 March 2012 (vacated),(Elevated from Interim status),4/21/2012,1220,East Asia,Asia,
WBC,Super bantamweight,Super bantamweight,26, Abner Mares,Mexico,4/21/2012,,1,344, 31 January 2013 (vacated),def. Eric Morel,4/20/2013,364,North America,North America,
WBC,Super bantamweight,Super bantamweight,27, Victor Terrazas,Mexico,4/20/2013,,0,126, 24 August 2013,def. Cristian Mijares,8/24/2013,126,North America,North America,
WBC,Super bantamweight,Super bantamweight,28, Léo Santa Cruz,Mexico,8/24/2013,,4,799, 1 November 2015 (vacated),,11/1/2015,799,North America,North America,
WBC,Super bantamweight,Super bantamweight,29, Julio Ceja,Mexico,11/1/2015,,0,118, 27 February 2016,(Elevated from Interim status),2/27/2016,118,North America,North America,
WBC,Super bantamweight,Super bantamweight,30, Hugo Ruiz,Mexico,2/27/2016,,0,202, 16 September 2016,,9/16/2016,202,North America,North America,
WBC,Super bantamweight,Super bantamweight,31, Hozumi Hasegawa,Japan,9/16/2016,,0,84, 9 December 2016 (retired),,2/25/2017,162,East Asia,Asia,
WBC,Super bantamweight,Super bantamweight,32, Rey Vargas,Mexico,2/25/2017,,5,1333, present,def. Gavin McDonnell,,,North America,North America,
WBC,Bantamweight,Bantamweight,1, Éder Jofre,Brazil,2/14/1963,N/A,2,,,,5/18/1965,824,South America,South America,
WBC,Bantamweight,Bantamweight,2, Fighting Harada,Japan,5/18/1965,"Nagoya, Japan",4,,,,2/27/1968,1015,East Asia,Asia,
WBC,Bantamweight,Bantamweight,3, Lionel Rose,Australia,2/27/1968,"Tokyo, Japan",3,,,,8/22/1969,542,Australia,Australia,
WBC,Bantamweight,Bantamweight,4, Rubén Olivares,Mexico,8/22/1969,"Inglewood, California, United States",2,,,,10/16/1970,420,North America,North America,
WBC,Bantamweight,Bantamweight,5, Chucho Castillo,Mexico,10/16/1970,"Inglewood, California, United States",0,,,,4/2/1971,168,North America,North America,
WBC,Bantamweight,Bantamweight,6, Rubén Olivares (2),Mexico,4/2/1971,"Inglewood, California, United States",2,,,,3/19/1972,352,North America,North America,
WBC,Bantamweight,Bantamweight,7, Rafael Herrera,Mexico,3/19/1972,"Mexico City, Mexico",0,,,,7/29/1972,132,North America,North America,
WBC,Bantamweight,Bantamweight,8, Enrique Pinder,Panama,7/29/1972,"Panama City, Panama",0,,1/5/1973,Pinder was stripped of the title for failing to defend it against the number one contender within six months of winning it.[23],4/14/1973,259,Central America,North America,
WBC,Bantamweight,Bantamweight,9, Rafael Herrera (2),Mexico,4/14/1973,"Monterrey, Mexico",2,,def. Rodolfo Martínez,,12/7/1974,602,North America,North America,
WBC,Bantamweight,Bantamweight,10, Rodolfo Martínez,Mexico,12/7/1974,"Mérida, Mexico",3,,,,5/8/1976,518,North America,North America,
WBC,Bantamweight,Bantamweight,11, Carlos Zárate,Mexico,5/8/1976,"Inglewood, California, United States",9,,,,6/3/1979,1121,North America,North America,
WBC,Bantamweight,Bantamweight,12, Lupe Pintor,Mexico,6/3/1979,"Las Vegas, Nevada, United States",8,,7/9/1983,Pintor was stripped of the title after failing to defend it in over a year.[24],9/1/1983,1551,North America,North America,
WBC,Bantamweight,Bantamweight,13, Alberto Dávila,US,9/1/1983,"Los Angeles, California, United States",1,,6/6/1984,"def. Kiko Bejines, title vacated",5/4/1985,611,North America,North America,
WBC,Bantamweight,Bantamweight,14, Daniel Zaragoza,Mexico,5/4/1985,"Oranjestad, Aruba",0,,,def. Fred Jackson,8/9/1985,97,North America,North America,
WBC,Bantamweight,Bantamweight,15, Miguel Lora,Colombia,8/9/1985,"Miami, Florida, United States",7,,,,10/29/1988,1177,South America,South America,
WBC,Bantamweight,Bantamweight,16, Raúl Pérez,Mexico,10/29/1988,"Las Vegas, Nevada, United States",7,,,,2/25/1991,849,North America,North America,
WBC,Bantamweight,Bantamweight,17, Greg Richardson,US,2/25/1991,"Inglewood, California, United States",1,,,,9/19/1991,206,North America,North America,
WBC,Bantamweight,Bantamweight,18, Joichiro Tatsuyoshi,Japan,9/19/1991,"Moriguchi, Japan",0,,,,9/17/1992,364,East Asia,Asia,
WBC,Bantamweight,Bantamweight,19, Victor Rabanales,Mexico,9/17/1992,"Osaka, Japan",1,,,,3/28/1993,192,North America,North America,
WBC,Bantamweight,Bantamweight,20, Byun Jung-il,South Korea,3/28/1993,"Gyeongju, South Korea",1,,,,12/23/1993,270,East Asia,Asia,
WBC,Bantamweight,Bantamweight,21, Yasuei Yakushiji,Japan,12/23/1993,"Nagoya, Japan",4,,,,7/30/1995,584,East Asia,Asia,
WBC,Bantamweight,Bantamweight,22, Wayne McCullough,Ireland,7/30/1995,"Nagoya, Japan",2,,1/1/1997,Title vacated,1/1/1997,521,Western Europe,Europe,
WBC,Bantamweight,Bantamweight,23, Sirimongkol Singwangcha,Thailand,1/1/1997,N/A,3,,,interim champion promoted,11/22/1997,325,Oceania,Asia,
WBC,Bantamweight,Bantamweight,24, Joichiro Tatsuyoshi (2),Japan,11/22/1997,"Osaka, Japan",2,,,,12/29/1998,402,East Asia,Asia,
WBC,Bantamweight,Bantamweight,25, Veeraphol Sahaprom,Thailand,12/29/1998,"Osaka, Japan",14,,,,4/16/2005,2300,Oceania,Asia,
WBC,Bantamweight,Bantamweight,26, Hozumi Hasegawa,Japan,4/16/2005,"Tokyo, Japan",10,,,,4/30/2010,1840,East Asia,Asia,
WBC,Bantamweight,Bantamweight,27, Fernando Montiel,Mexico,4/30/2010,"Tokyo, Japan",1,,,,2/19/2011,295,North America,North America,
WBC,Bantamweight,Bantamweight,28, Nonito Donaire,Philippines,2/19/2011,"Las Vegas, Nevada, United States",1,,10/22/2011,Title vacated,11/6/2011,260,Oceania,Asia,
WBC,Bantamweight,Bantamweight,29, Shinsuke Yamanaka,Japan,11/6/2011,"Tokyo, Japan",12,,,def. Christian Esquivel,8/15/2017,2109,East Asia,Asia,
WBC,Bantamweight,Bantamweight,30, Luis Nery,Mexico,8/15/2017,"Kyoto, Japan",0,,2/28/2018,Nery was stripped of the title after failing to make weight the day before his rematch against Shinsuke Yamanaka.[25],1/19/2019,522,North America,North America,
WBC,Bantamweight,Bantamweight,31, Nordine Oubaali,France,1/19/2019,"Las Vegas, Nevada, United States",2,,,def. Rau'shee Warren,,,Western Europe,Europe,
WBC,Super flyweight,Super flyweight,1, Rafael Orono,Venezuela,2/2/1980,"Caracas, Venezuela",3,,,def. Lee Seung-hoon,1/24/1981,357,South America,South America,
WBC,Super flyweight,Super flyweight,2, Kim Chul-ho,South Korea,1/24/1981,"San Cristóbal, Venezuela",5,,,,11/28/1982,673,East Asia,Asia,
WBC,Super flyweight,Super flyweight,3, Rafael Orono (2),Venezuela,11/28/1982,"Seoul, South Korea",3,,,,11/27/1983,364,South America,South America,
WBC,Super flyweight,Super flyweight,4, Payao Poontarat,Thailand,11/27/1983,"Pattaya, Thailand",1,,,,7/5/1984,221,Oceania,Asia,
WBC,Super flyweight,Super flyweight,5, Jiro Watanabe,Japan,7/5/1984,"Osaka, Japan",4,,,,3/30/1986,633,East Asia,Asia,
WBC,Super flyweight,Super flyweight,6, Gilberto Román,Mexico,3/30/1986,"Itami, Japan",6,,,,5/16/1987,412,North America,North America,
WBC,Super flyweight,Super flyweight,7, Santos Laciar,Argentina,5/16/1987,"Reims, France",0,,,,8/8/1987,84,South America,South America,
WBC,Super flyweight,Super flyweight,8, Sugar Baby Rojas,Colombia,8/8/1987,"Miami, Florida, United States",1,,,,4/8/1988,244,South America,South America,
WBC,Super flyweight,Super flyweight,9, Gilberto Román (2),Mexico,4/8/1988,"Miami Beach, Florida, United States",5,,,,11/7/1989,578,North America,North America,
WBC,Super flyweight,Super flyweight,10, Nana Konadu,Ghana,11/7/1989,"Mexico City, Mexico",0,,,,1/20/1990,74,Sub-Saharan Africa,Africa,
WBC,Super flyweight,Super flyweight,11, Moon Sung-kil,South Korea,1/20/1990,"Seoul, South Korea",9,,,,11/13/1993,1393,East Asia,Asia,
WBC,Super flyweight,Super flyweight,12, José Luis Bueno,Mexico,11/13/1993,"Pohang, South Korea",0,,,,5/4/1994,172,North America,North America,
WBC,Super flyweight,Super flyweight,13, Hiroshi Kawashima,Japan,5/4/1994,"Yokohama, Japan",6,,,,2/20/1997,1023,East Asia,Asia,
WBC,Super flyweight,Super flyweight,14, Gerry Peñalosa,Philippines,2/20/1997,"Tokyo, Japan",3,,,,8/29/1998,555,Oceania,Asia,
WBC,Super flyweight,Super flyweight,15, Cho In-joo,South Korea,8/29/1998,"Seoul, South Korea",5,,,,8/27/2000,729,East Asia,Asia,
WBC,Super flyweight,Super flyweight,16, Masamori Tokuyama,North Korea,8/27/2000,"Osaka, Japan",8,,,,6/28/2004,1401,East Asia,Asia,
WBC,Super flyweight,Super flyweight,17, Katsushige Kawashima,Japan,6/28/2004,"Yokohama, Japan",2,,,,7/18/2005,385,East Asia,Asia,
WBC,Super flyweight,Super flyweight,18, Masamori Tokuyama (2),North Korea,7/18/2005,"Osaka, Japan",1,,12/6/2006,Tokuyama vacated the title and announced his retirement.[26],12/6/2006,506,East Asia,Asia,
WBC,Super flyweight,Super flyweight,19, Cristian Mijares,Mexico,12/6/2006,N/A,7,,,interim champion promoted,11/1/2008,696,North America,North America,
WBC,Super flyweight,Super flyweight,20, Vic Darchinyan,Armenia,11/1/2008,"Carson, California",3,,8/3/2010,Title vacated,9/20/2010,688,Eastern Europe,Europe,
WBC,Super flyweight,Super flyweight,21, Tomás Rojas,Mexico,9/20/2010,"Saitama, Japan",2,,,def. Kohei Kono,8/19/2011,333,North America,North America,
WBC,Super flyweight,Super flyweight,22, Suriyan Sor Rungvisai,Thailand,8/19/2011,"Sisaket, Thailand",1,,,,3/27/2012,221,Oceania,Asia,
WBC,Super flyweight,Super flyweight,23, Yota Sato,Japan,3/27/2012,"Tokyo, Japan",2,,,,5/3/2013,402,East Asia,Asia,
WBC,Super flyweight,Super flyweight,24, Srisaket Sor Rungvisai,Thailand,5/3/2013,"Sisaket, Thailand",1,,,,5/31/2014,393,Oceania,Asia,
WBC,Super flyweight,Super flyweight,25, Carlos Cuadras,Mexico,5/31/2014,"Mexico City, Mexico",6,,,,9/10/2016,833,North America,North America,
WBC,Super flyweight,Super flyweight,26, Román González,Nicaragua,9/10/2016,"Inglewood, California, United States",0,,,,3/18/2017,189,Central America,North America,
WBC,Super flyweight,Super flyweight,27, Srisaket Sor Rungvisai (2),Thailand,3/18/2017,"New York City, New York, United States",3,,,,4/26/2019,769,Oceania,Asia,
WBC,Super flyweight,Super flyweight,28, Juan Francisco Estrada,Mexico,4/26/2019,"Inglewood, California, United States",1,,,,,,North America,North America,
WBC,Flyweight,Flyweight,1, Pone Kingpetch,Thailand,2/14/1963,N/A,0,,,,9/18/1963,216,Oceania,Asia,
WBC,Flyweight,Flyweight,2, Hiroyuki Ebihara,Japan,9/18/1963,"Tokyo, Japan",0,,,,1/23/1964,127,East Asia,Asia,
WBC,Flyweight,Flyweight,3, Pone Kingpetch (2),Thailand,1/23/1964,"Bangkok, Thailand",0,,,,4/23/1965,456,Oceania,Asia,
WBC,Flyweight,Flyweight,4, Salvatore Burruni,Italy,4/23/1965,"Rome, Italy",0,,11/19/1965,Burruni was stripped of the title for failing to defend it against Hiroyuki Ebihara.[27],3/1/1966,312,Western Europe,Europe,
